0.000000000	1-247200@172.18.0.1	INVITE	
0.000128471	1-247200@172.18.0.1	INVITE	
0.000348224	1-247200@172.18.0.1		180
0.000386593	1-247200@172.18.0.1		180
0.001500397	1-247200@172.18.0.1		200
0.001544344	1-247200@172.18.0.1		200
0.001667471	1-247200@172.18.0.1	ACK	
0.001736540	1-247200@172.18.0.1	ACK	
0.037659419	2-247200@172.18.0.1	INVITE	
0.037775770	2-247200@172.18.0.1	INVITE	
0.038007056	2-247200@172.18.0.1		180
0.038038514	2-247200@172.18.0.1		180
0.039154133	2-247200@172.18.0.1		200
0.039207117	2-247200@172.18.0.1		200
0.039316530	2-247200@172.18.0.1	ACK	
0.039402001	2-247200@172.18.0.1	ACK	
0.076691285	3-247200@172.18.0.1	INVITE	
0.076810166	3-247200@172.18.0.1	INVITE	
0.076958645	3-247200@172.18.0.1		180
0.077020888	3-247200@172.18.0.1		180
0.078112449	3-247200@172.18.0.1		200
0.078156315	3-247200@172.18.0.1		200
0.078267863	3-247200@172.18.0.1	ACK	
0.078363773	3-247200@172.18.0.1	ACK	
0.115628504	4-247200@172.18.0.1	INVITE	
0.115688221	4-247200@172.18.0.1	INVITE	
0.115811260	4-247200@172.18.0.1		180
0.115842210	4-247200@172.18.0.1		180
0.116938828	4-247200@172.18.0.1		200
0.116977192	4-247200@172.18.0.1		200
0.117052379	4-247200@172.18.0.1	ACK	
0.117113672	4-247200@172.18.0.1	ACK	
0.156382932	5-247200@172.18.0.1	INVITE	
0.156446185	5-247200@172.18.0.1	INVITE	
0.156574613	5-247200@172.18.0.1		180
0.156605023	5-247200@172.18.0.1		180
0.157710773	5-247200@172.18.0.1		200
0.157735255	5-247200@172.18.0.1		200
0.157796978	5-247200@172.18.0.1	ACK	
0.157850674	5-247200@172.18.0.1	ACK	
0.195160444	6-247200@172.18.0.1	INVITE	
0.195270041	6-247200@172.18.0.1	INVITE	
0.195388176	6-247200@172.18.0.1		180
0.195432085	6-247200@172.18.0.1		180
0.196509859	6-247200@172.18.0.1		200
0.196562217	6-247200@172.18.0.1		200
0.196618038	6-247200@172.18.0.1	ACK	
0.196663544	6-247200@172.18.0.1	ACK	
0.233867893	7-247200@172.18.0.1	INVITE	
0.233924835	7-247200@172.18.0.1	INVITE	
0.234032221	7-247200@172.18.0.1		180
0.234060939	7-247200@172.18.0.1		180
0.235134379	7-247200@172.18.0.1		200
0.235157190	7-247200@172.18.0.1		200
0.235233247	7-247200@172.18.0.1	ACK	
0.235282826	7-247200@172.18.0.1	ACK	
0.272527827	8-247200@172.18.0.1	INVITE	
0.272642880	8-247200@172.18.0.1	INVITE	
0.272774246	8-247200@172.18.0.1		180
0.272804877	8-247200@172.18.0.1		180
0.273879947	8-247200@172.18.0.1		200
0.273902195	8-247200@172.18.0.1		200
0.273955004	8-247200@172.18.0.1	ACK	
0.274000057	8-247200@172.18.0.1	ACK	
0.313375518	9-247200@172.18.0.1	INVITE	
0.313500862	9-247200@172.18.0.1	INVITE	
0.313647761	9-247200@172.18.0.1		180
0.313680639	9-247200@172.18.0.1		180
0.314749682	9-247200@172.18.0.1		200
0.314783254	9-247200@172.18.0.1		200
0.314883739	9-247200@172.18.0.1	ACK	
0.314972705	9-247200@172.18.0.1	ACK	
0.353212491	10-247200@172.18.0.1	INVITE	
0.353275098	10-247200@172.18.0.1	INVITE	
0.353383467	10-247200@172.18.0.1		180
0.353413809	10-247200@172.18.0.1		180
0.354487018	10-247200@172.18.0.1		200
0.354513979	10-247200@172.18.0.1		200
0.354569732	10-247200@172.18.0.1	ACK	
0.354618148	10-247200@172.18.0.1	ACK	
0.390752814	11-247200@172.18.0.1	INVITE	
0.390856704	11-247200@172.18.0.1	INVITE	
0.390992450	11-247200@172.18.0.1		180
0.391022945	11-247200@172.18.0.1		180
0.392131073	11-247200@172.18.0.1		200
0.392186477	11-247200@172.18.0.1		200
0.392292568	11-247200@172.18.0.1	ACK	
0.392373201	11-247200@172.18.0.1	ACK	
0.429658199	12-247200@172.18.0.1	INVITE	
0.429766849	12-247200@172.18.0.1	INVITE	
0.429877555	12-247200@172.18.0.1		180
0.429909738	12-247200@172.18.0.1		180
0.430983493	12-247200@172.18.0.1		200
0.431006504	12-247200@172.18.0.1		200
0.431060318	12-247200@172.18.0.1	ACK	
0.431105051	12-247200@172.18.0.1	ACK	
0.468344381	13-247200@172.18.0.1	INVITE	
0.468469377	13-247200@172.18.0.1	INVITE	
0.468711414	13-247200@172.18.0.1		180
0.468743467	13-247200@172.18.0.1		180
0.469815766	13-247200@172.18.0.1		200
0.469837910	13-247200@172.18.0.1		200
0.469892886	13-247200@172.18.0.1	ACK	
0.469942609	13-247200@172.18.0.1	ACK	
0.502656444	1-247200@172.18.0.1		200
0.502725965	1-247200@172.18.0.1		200
0.502795277	1-247200@172.18.0.1	ACK	
0.502855416	1-247200@172.18.0.1	ACK	
0.509361372	14-247200@172.18.0.1	INVITE	
0.509452587	14-247200@172.18.0.1	INVITE	
0.509595197	14-247200@172.18.0.1		180
0.509625041	14-247200@172.18.0.1		180
0.510730016	14-247200@172.18.0.1		200
0.510770713	14-247200@172.18.0.1		200
0.510875640	14-247200@172.18.0.1	ACK	
0.510968770	14-247200@172.18.0.1	ACK	
0.549234198	15-247200@172.18.0.1	INVITE	
0.549291260	15-247200@172.18.0.1	INVITE	
0.549416570	15-247200@172.18.0.1		180
0.549445397	15-247200@172.18.0.1		180
0.550550563	15-247200@172.18.0.1		200
0.550589829	15-247200@172.18.0.1		200
0.550691887	15-247200@172.18.0.1	ACK	
0.550784814	15-247200@172.18.0.1	ACK	
0.578631836	3-247200@172.18.0.1		200
0.578679257	3-247200@172.18.0.1		200
0.578736708	3-247200@172.18.0.1	ACK	
0.578788070	3-247200@172.18.0.1	ACK	
0.587411512	16-247200@172.18.0.1	INVITE	
0.587548392	16-247200@172.18.0.1	INVITE	
0.587705076	16-247200@172.18.0.1		180
0.587736515	16-247200@172.18.0.1		180
0.588855812	16-247200@172.18.0.1		200
0.588901736	16-247200@172.18.0.1		200
0.589046430	16-247200@172.18.0.1	ACK	
0.589139577	16-247200@172.18.0.1	ACK	
0.618682585	4-247200@172.18.0.1		200
0.618716592	4-247200@172.18.0.1		200
0.618762644	4-247200@172.18.0.1	ACK	
0.618820802	4-247200@172.18.0.1	ACK	
0.626397661	17-247200@172.18.0.1	INVITE	
0.626489938	17-247200@172.18.0.1	INVITE	
0.626676869	17-247200@172.18.0.1		180
0.626705817	17-247200@172.18.0.1		180
0.627812261	17-247200@172.18.0.1		200
0.627852708	17-247200@172.18.0.1		200
0.627958942	17-247200@172.18.0.1	ACK	
0.628047756	17-247200@172.18.0.1	ACK	
0.666368069	18-247200@172.18.0.1	INVITE	
0.666423768	18-247200@172.18.0.1	INVITE	
0.666573913	18-247200@172.18.0.1		180
0.666618801	18-247200@172.18.0.1		180
0.667700341	18-247200@172.18.0.1		200
0.667735822	18-247200@172.18.0.1		200
0.667836658	18-247200@172.18.0.1	ACK	
0.667923566	18-247200@172.18.0.1	ACK	
0.697293653	6-247200@172.18.0.1		200
0.697340649	6-247200@172.18.0.1		200
0.697408088	6-247200@172.18.0.1	ACK	
0.697460015	6-247200@172.18.0.1	ACK	
0.706098485	19-247200@172.18.0.1	INVITE	
0.706203575	19-247200@172.18.0.1	INVITE	
0.706333928	19-247200@172.18.0.1		180
0.706370157	19-247200@172.18.0.1		180
0.707474134	19-247200@172.18.0.1		200
0.707514432	19-247200@172.18.0.1		200
0.707630272	19-247200@172.18.0.1	ACK	
0.707715559	19-247200@172.18.0.1	ACK	
0.735440520	7-247200@172.18.0.1		200
0.735472372	7-247200@172.18.0.1		200
0.735511228	7-247200@172.18.0.1	ACK	
0.735555400	7-247200@172.18.0.1	ACK	
0.744210147	20-247200@172.18.0.1	INVITE	
0.744305803	20-247200@172.18.0.1	INVITE	
0.744444011	20-247200@172.18.0.1		180
0.744488841	20-247200@172.18.0.1		180
0.745554055	20-247200@172.18.0.1		200
0.745590233	20-247200@172.18.0.1		200
0.745698014	20-247200@172.18.0.1	ACK	
0.745776644	20-247200@172.18.0.1	ACK	
0.783010132	21-247200@172.18.0.1	INVITE	
0.783119908	21-247200@172.18.0.1	INVITE	
0.783300003	21-247200@172.18.0.1		180
0.783331078	21-247200@172.18.0.1		180
0.784404127	21-247200@172.18.0.1		200
0.784424948	21-247200@172.18.0.1		200
0.784475331	21-247200@172.18.0.1	ACK	
0.784527715	21-247200@172.18.0.1	ACK	
0.816441657	9-247200@172.18.0.1		200
0.816494865	9-247200@172.18.0.1		200
0.816541275	9-247200@172.18.0.1	ACK	
0.816601364	9-247200@172.18.0.1	ACK	
0.822027214	22-247200@172.18.0.1	INVITE	
0.822134531	22-247200@172.18.0.1	INVITE	
0.822365970	22-247200@172.18.0.1		180
0.822425100	22-247200@172.18.0.1		180
0.823520641	22-247200@172.18.0.1		200
0.823562551	22-247200@172.18.0.1		200
0.823661319	22-247200@172.18.0.1	ACK	
0.823757416	22-247200@172.18.0.1	ACK	
0.856463312	10-247200@172.18.0.1		200
0.856526702	10-247200@172.18.0.1		200
0.856600083	10-247200@172.18.0.1	ACK	
0.856660006	10-247200@172.18.0.1	ACK	
0.862112085	23-247200@172.18.0.1	INVITE	
0.862235321	23-247200@172.18.0.1	INVITE	
0.862349196	23-247200@172.18.0.1		180
0.862381065	23-247200@172.18.0.1		180
0.863500539	23-247200@172.18.0.1		200
0.863546879	23-247200@172.18.0.1		200
0.863680296	23-247200@172.18.0.1	ACK	
0.863767063	23-247200@172.18.0.1	ACK	
0.901009105	24-247200@172.18.0.1	INVITE	
0.901071663	24-247200@172.18.0.1	INVITE	
0.901204819	24-247200@172.18.0.1		180
0.901235336	24-247200@172.18.0.1		180
0.902352054	24-247200@172.18.0.1		200
0.902402704	24-247200@172.18.0.1		200
0.902529725	24-247200@172.18.0.1	ACK	
0.902627078	24-247200@172.18.0.1	ACK	
0.932707514	12-247200@172.18.0.1		200
0.932773609	12-247200@172.18.0.1		200
0.932826751	12-247200@172.18.0.1	ACK	
0.932886072	12-247200@172.18.0.1	ACK	
0.940351725	25-247200@172.18.0.1	INVITE	
0.940453409	25-247200@172.18.0.1	INVITE	
0.940682130	25-247200@172.18.0.1		180
0.940739224	25-247200@172.18.0.1		180
0.941835579	25-247200@172.18.0.1		200
0.941877633	25-247200@172.18.0.1		200
0.941968578	25-247200@172.18.0.1	ACK	
0.942016813	25-247200@172.18.0.1	ACK	
0.971543731	13-247200@172.18.0.1		200
0.971603327	13-247200@172.18.0.1		200
0.971702235	13-247200@172.18.0.1	ACK	
0.971802482	13-247200@172.18.0.1	ACK	
0.979225454	26-247200@172.18.0.1	INVITE	
0.979278298	26-247200@172.18.0.1	INVITE	
0.979398753	26-247200@172.18.0.1		180
0.979427030	26-247200@172.18.0.1		180
0.980530737	26-247200@172.18.0.1		200
0.980565806	26-247200@172.18.0.1		200
0.980621749	26-247200@172.18.0.1	ACK	
0.980666598	26-247200@172.18.0.1	ACK	
1.011904190	14-247200@172.18.0.1		200
1.011966397	14-247200@172.18.0.1		200
1.012069734	14-247200@172.18.0.1	ACK	
1.012194228	14-247200@172.18.0.1	ACK	
1.017540117	27-247200@172.18.0.1	INVITE	
1.017668137	27-247200@172.18.0.1	INVITE	
1.017795125	27-247200@172.18.0.1		180
1.017822783	27-247200@172.18.0.1		180
1.018899630	27-247200@172.18.0.1		200
1.018921818	27-247200@172.18.0.1		200
1.019002496	27-247200@172.18.0.1	ACK	
1.019053010	27-247200@172.18.0.1	ACK	
1.059313018	28-247200@172.18.0.1	INVITE	
1.059371090	28-247200@172.18.0.1	INVITE	
1.059629214	28-247200@172.18.0.1		180
1.059715023	28-247200@172.18.0.1		180
1.060776372	28-247200@172.18.0.1		200
1.060814670	28-247200@172.18.0.1		200
1.060918280	28-247200@172.18.0.1	ACK	
1.061018334	28-247200@172.18.0.1	ACK	
1.098199666	29-247200@172.18.0.1	INVITE	
1.098255790	29-247200@172.18.0.1	INVITE	
1.098384480	29-247200@172.18.0.1		180
1.098412338	29-247200@172.18.0.1		180
1.099497915	29-247200@172.18.0.1		200
1.099522298	29-247200@172.18.0.1		200
1.099581678	29-247200@172.18.0.1	ACK	
1.099632194	29-247200@172.18.0.1	ACK	
1.135811746	30-247200@172.18.0.1	INVITE	
1.135867255	30-247200@172.18.0.1	INVITE	
1.135983552	30-247200@172.18.0.1		180
1.136014170	30-247200@172.18.0.1		180
1.137134617	30-247200@172.18.0.1		200
1.137193211	30-247200@172.18.0.1		200
1.137317355	30-247200@172.18.0.1	ACK	
1.137406028	30-247200@172.18.0.1	ACK	
1.168568374	18-247200@172.18.0.1		200
1.168639667	18-247200@172.18.0.1		200
1.168716048	18-247200@172.18.0.1	ACK	
1.168813808	18-247200@172.18.0.1	ACK	
1.176352554	31-247200@172.18.0.1	INVITE	
1.176442512	31-247200@172.18.0.1	INVITE	
1.176606604	31-247200@172.18.0.1		180
1.176641178	31-247200@172.18.0.1		180
1.177721862	31-247200@172.18.0.1		200
1.177758439	31-247200@172.18.0.1		200
1.177827709	31-247200@172.18.0.1	ACK	
1.177887721	31-247200@172.18.0.1	ACK	
1.209140638	19-247200@172.18.0.1		200
1.209201025	19-247200@172.18.0.1		200
1.209285818	19-247200@172.18.0.1	ACK	
1.209378126	19-247200@172.18.0.1	ACK	
1.213731126	32-247200@172.18.0.1	INVITE	
1.213819433	32-247200@172.18.0.1	INVITE	
1.214041124	32-247200@172.18.0.1		180
1.214097144	32-247200@172.18.0.1		180
1.215212800	32-247200@172.18.0.1		200
1.215260203	32-247200@172.18.0.1		200
1.215312217	32-247200@172.18.0.1	ACK	
1.215356950	32-247200@172.18.0.1	ACK	
1.246566676	20-247200@172.18.0.1		200
1.246631176	20-247200@172.18.0.1		200
1.246710497	20-247200@172.18.0.1	ACK	
1.246805627	20-247200@172.18.0.1	ACK	
1.254350580	33-247200@172.18.0.1	INVITE	
1.254428079	33-247200@172.18.0.1	INVITE	
1.254542021	33-247200@172.18.0.1		180
1.254569581	33-247200@172.18.0.1		180
1.255662420	33-247200@172.18.0.1		200
1.255694810	33-247200@172.18.0.1		200
1.255764355	33-247200@172.18.0.1	ACK	
1.255826290	33-247200@172.18.0.1	ACK	
1.285308181	21-247200@172.18.0.1		200
1.285372198	21-247200@172.18.0.1		200
1.285457542	21-247200@172.18.0.1	ACK	
1.285554039	21-247200@172.18.0.1	ACK	
1.294146990	34-247200@172.18.0.1	INVITE	
1.294241587	34-247200@172.18.0.1	INVITE	
1.294352273	34-247200@172.18.0.1		180
1.294381328	34-247200@172.18.0.1		180
1.295500459	34-247200@172.18.0.1		200
1.295543647	34-247200@172.18.0.1		200
1.295665780	34-247200@172.18.0.1	ACK	
1.295753298	34-247200@172.18.0.1	ACK	
1.325763499	22-247200@172.18.0.1		200
1.325796289	22-247200@172.18.0.1		200
1.325843722	22-247200@172.18.0.1	ACK	
1.325904085	22-247200@172.18.0.1	ACK	
1.333415127	35-247200@172.18.0.1	INVITE	
1.333511358	35-247200@172.18.0.1	INVITE	
1.333697612	35-247200@172.18.0.1		180
1.333727375	35-247200@172.18.0.1		180
1.334844734	35-247200@172.18.0.1		200
1.334895430	35-247200@172.18.0.1		200
1.335027875	35-247200@172.18.0.1	ACK	
1.335076746	35-247200@172.18.0.1	ACK	
1.364683393	23-247200@172.18.0.1		200
1.364740567	23-247200@172.18.0.1		200
1.364835063	23-247200@172.18.0.1	ACK	
1.364929628	23-247200@172.18.0.1	ACK	
1.371327721	36-247200@172.18.0.1	INVITE	
1.371387077	36-247200@172.18.0.1	INVITE	
1.371507793	36-247200@172.18.0.1		180
1.371536944	36-247200@172.18.0.1		180
1.372611861	36-247200@172.18.0.1		200
1.372633003	36-247200@172.18.0.1		200
1.372693741	36-247200@172.18.0.1	ACK	
1.372738667	36-247200@172.18.0.1	ACK	
1.411019384	37-247200@172.18.0.1	INVITE	
1.411121823	37-247200@172.18.0.1	INVITE	
1.411340307	37-247200@172.18.0.1		180
1.411417212	37-247200@172.18.0.1		180
1.412512673	37-247200@172.18.0.1		200
1.412554141	37-247200@172.18.0.1		200
1.412658941	37-247200@172.18.0.1	ACK	
1.412740289	37-247200@172.18.0.1	ACK	
1.449999833	38-247200@172.18.0.1	INVITE	
1.450114844	38-247200@172.18.0.1	INVITE	
1.450283670	38-247200@172.18.0.1		180
1.450318651	38-247200@172.18.0.1		180
1.451422633	38-247200@172.18.0.1		200
1.451465340	38-247200@172.18.0.1		200
1.451565634	38-247200@172.18.0.1	ACK	
1.451652681	38-247200@172.18.0.1	ACK	
1.488909142	39-247200@172.18.0.1	INVITE	
1.489008690	39-247200@172.18.0.1	INVITE	
1.489250669	39-247200@172.18.0.1		180
1.489280297	39-247200@172.18.0.1		180
1.490378498	39-247200@172.18.0.1		200
1.490407718	39-247200@172.18.0.1		200
1.490470000	39-247200@172.18.0.1	ACK	
1.490516947	39-247200@172.18.0.1	ACK	
1.503433664	1-247200@172.18.0.1		200
1.503490352	1-247200@172.18.0.1		200
1.503570595	1-247200@172.18.0.1	ACK	
1.503679122	1-247200@172.18.0.1	ACK	
1.528141076	40-247200@172.18.0.1	INVITE	
1.528284433	40-247200@172.18.0.1	INVITE	
1.528413596	40-247200@172.18.0.1		180
1.528443915	40-247200@172.18.0.1		180
1.529551213	40-247200@172.18.0.1		200
1.529595053	40-247200@172.18.0.1		200
1.529710147	40-247200@172.18.0.1	ACK	
1.529803014	40-247200@172.18.0.1	ACK	
1.562240845	28-247200@172.18.0.1		200
1.562311249	28-247200@172.18.0.1		200
1.562406030	28-247200@172.18.0.1	ACK	
1.562500850	28-247200@172.18.0.1	ACK	
1.567908139	41-247200@172.18.0.1	INVITE	
1.568009842	41-247200@172.18.0.1	INVITE	
1.568232003	41-247200@172.18.0.1		180
1.568261163	41-247200@172.18.0.1		180
1.569379383	41-247200@172.18.0.1		200
1.569422946	41-247200@172.18.0.1		200
1.569547638	41-247200@172.18.0.1	ACK	
1.569592911	41-247200@172.18.0.1	ACK	
1.600770973	29-247200@172.18.0.1		200
1.600833533	29-247200@172.18.0.1		200
1.600893308	29-247200@172.18.0.1	ACK	
1.600948170	29-247200@172.18.0.1	ACK	
1.607417327	42-247200@172.18.0.1	INVITE	
1.607510635	42-247200@172.18.0.1	INVITE	
1.607726721	42-247200@172.18.0.1		180
1.607755186	42-247200@172.18.0.1		180
1.608873857	42-247200@172.18.0.1		200
1.608916952	42-247200@172.18.0.1		200
1.609034714	42-247200@172.18.0.1	ACK	
1.609083828	42-247200@172.18.0.1	ACK	
1.620801191	4-247200@172.18.0.1		200
1.620854425	4-247200@172.18.0.1		200
1.620937412	4-247200@172.18.0.1	ACK	
1.621025135	4-247200@172.18.0.1	ACK	
1.645314811	43-247200@172.18.0.1	INVITE	
1.645371407	43-247200@172.18.0.1	INVITE	
1.645493106	43-247200@172.18.0.1		180
1.645529772	43-247200@172.18.0.1		180
1.646630831	43-247200@172.18.0.1		200
1.646673779	43-247200@172.18.0.1		200
1.646731372	43-247200@172.18.0.1	ACK	
1.646782000	43-247200@172.18.0.1	ACK	
1.685116308	44-247200@172.18.0.1	INVITE	
1.685186644	44-247200@172.18.0.1	INVITE	
1.685299882	44-247200@172.18.0.1		180
1.685334892	44-247200@172.18.0.1		180
1.686446654	44-247200@172.18.0.1		200
1.686497052	44-247200@172.18.0.1		200
1.686600082	44-247200@172.18.0.1	ACK	
1.686694719	44-247200@172.18.0.1	ACK	
1.699183546	6-247200@172.18.0.1		200
1.699220308	6-247200@172.18.0.1		200
1.699258665	6-247200@172.18.0.1	ACK	
1.699305639	6-247200@172.18.0.1	ACK	
1.724883110	45-247200@172.18.0.1	INVITE	
1.724933269	45-247200@172.18.0.1	INVITE	
1.725080242	45-247200@172.18.0.1		180
1.725111551	45-247200@172.18.0.1		180
1.726236041	45-247200@172.18.0.1		200
1.726278027	45-247200@172.18.0.1		200
1.726356025	45-247200@172.18.0.1	ACK	
1.726403354	45-247200@172.18.0.1	ACK	
1.763716953	46-247200@172.18.0.1	INVITE	
1.763826077	46-247200@172.18.0.1	INVITE	
1.764040765	46-247200@172.18.0.1		180
1.764097358	46-247200@172.18.0.1		180
1.765213887	46-247200@172.18.0.1		200
1.765262090	46-247200@172.18.0.1		200
1.765312966	46-247200@172.18.0.1	ACK	
1.765356809	46-247200@172.18.0.1	ACK	
1.802429736	47-247200@172.18.0.1	INVITE	
1.802491128	47-247200@172.18.0.1	INVITE	
1.802603794	47-247200@172.18.0.1		180
1.802633973	47-247200@172.18.0.1		180
1.803756324	47-247200@172.18.0.1		200
1.803802381	47-247200@172.18.0.1		200
1.803939518	47-247200@172.18.0.1	ACK	
1.804022012	47-247200@172.18.0.1	ACK	
1.818448567	9-247200@172.18.0.1		200
1.818508687	9-247200@172.18.0.1		200
1.818550340	9-247200@172.18.0.1	ACK	
1.818599676	9-247200@172.18.0.1	ACK	
1.843022833	48-247200@172.18.0.1	INVITE	
1.843091156	48-247200@172.18.0.1	INVITE	
1.843213895	48-247200@172.18.0.1		180
1.843242979	48-247200@172.18.0.1		180
1.844359158	48-247200@172.18.0.1		200
1.844402371	48-247200@172.18.0.1		200
1.844523752	48-247200@172.18.0.1	ACK	
1.844598052	48-247200@172.18.0.1	ACK	
1.858107303	10-247200@172.18.0.1		200
1.858176111	10-247200@172.18.0.1		200
1.858255384	10-247200@172.18.0.1	ACK	
1.858350038	10-247200@172.18.0.1	ACK	
1.881695586	49-247200@172.18.0.1	INVITE	
1.881790633	49-247200@172.18.0.1	INVITE	
1.881929219	49-247200@172.18.0.1		180
1.881957800	49-247200@172.18.0.1		180
1.883036495	49-247200@172.18.0.1		200
1.883059081	49-247200@172.18.0.1		200
1.883119768	49-247200@172.18.0.1	ACK	
1.883170685	49-247200@172.18.0.1	ACK	
1.913482634	37-247200@172.18.0.1		200
1.913533388	37-247200@172.18.0.1		200
1.913620298	37-247200@172.18.0.1	ACK	
1.913721796	37-247200@172.18.0.1	ACK	
1.921154257	50-247200@172.18.0.1	INVITE	
1.921227428	50-247200@172.18.0.1	INVITE	
1.921376316	50-247200@172.18.0.1		180
1.921408934	50-247200@172.18.0.1		180
1.922490942	50-247200@172.18.0.1		200
1.922514457	50-247200@172.18.0.1		200
1.922586996	50-247200@172.18.0.1	ACK	
1.922639750	50-247200@172.18.0.1	ACK	
1.954149961	38-247200@172.18.0.1		200
1.954225272	38-247200@172.18.0.1		200
1.954310025	38-247200@172.18.0.1	ACK	
1.954385636	38-247200@172.18.0.1	ACK	
1.960825193	51-247200@172.18.0.1	INVITE	
1.960931014	51-247200@172.18.0.1	INVITE	
1.961200788	51-247200@172.18.0.1		180
1.961253798	51-247200@172.18.0.1		180
1.962329624	51-247200@172.18.0.1		200
1.962356831	51-247200@172.18.0.1		200
1.962424660	51-247200@172.18.0.1	ACK	
1.962482281	51-247200@172.18.0.1	ACK	
1.973107951	13-247200@172.18.0.1		200
1.973137140	13-247200@172.18.0.1		200
1.973181216	13-247200@172.18.0.1	ACK	
1.973241675	13-247200@172.18.0.1	ACK	
1.998722887	52-247200@172.18.0.1	INVITE	
1.998776778	52-247200@172.18.0.1	INVITE	
1.998902163	52-247200@172.18.0.1		180
1.998932494	52-247200@172.18.0.1		180
2.000031118	52-247200@172.18.0.1		200
2.000054817	52-247200@172.18.0.1		200
2.000116629	52-247200@172.18.0.1	ACK	
2.000173139	52-247200@172.18.0.1	ACK	
2.012937419	14-247200@172.18.0.1		200
2.012995979	14-247200@172.18.0.1		200
2.013074196	14-247200@172.18.0.1	ACK	
2.013192807	14-247200@172.18.0.1	ACK	
2.038580621	53-247200@172.18.0.1	INVITE	
2.038655458	53-247200@172.18.0.1	INVITE	
2.038826931	53-247200@172.18.0.1		180
2.038873511	53-247200@172.18.0.1		180
2.039943519	53-247200@172.18.0.1		200
2.039988799	53-247200@172.18.0.1		200
2.040050770	53-247200@172.18.0.1	ACK	
2.040131823	53-247200@172.18.0.1	ACK	
2.077097791	54-247200@172.18.0.1	INVITE	
2.077189726	54-247200@172.18.0.1	INVITE	
2.077413147	54-247200@172.18.0.1		180
2.077470450	54-247200@172.18.0.1		180
2.078530280	54-247200@172.18.0.1		200
2.078570576	54-247200@172.18.0.1		200
2.078633113	54-247200@172.18.0.1	ACK	
2.078715797	54-247200@172.18.0.1	ACK	
2.116844714	55-247200@172.18.0.1	INVITE	
2.116917547	55-247200@172.18.0.1	INVITE	
2.117046588	55-247200@172.18.0.1		180
2.117085441	55-247200@172.18.0.1		180
2.118160061	55-247200@172.18.0.1		200
2.118193137	55-247200@172.18.0.1		200
2.118255363	55-247200@172.18.0.1	ACK	
2.118332606	55-247200@172.18.0.1	ACK	
2.155328612	56-247200@172.18.0.1	INVITE	
2.155404635	56-247200@172.18.0.1	INVITE	
2.155562773	56-247200@172.18.0.1		180
2.155601174	56-247200@172.18.0.1		180
2.156671557	56-247200@172.18.0.1		200
2.156699770	56-247200@172.18.0.1		200
2.156761606	56-247200@172.18.0.1	ACK	
2.156813641	56-247200@172.18.0.1	ACK	
2.187188585	44-247200@172.18.0.1		200
2.187254096	44-247200@172.18.0.1		200
2.187346777	44-247200@172.18.0.1	ACK	
2.187451854	44-247200@172.18.0.1	ACK	
2.194963713	57-247200@172.18.0.1	INVITE	
2.195019418	57-247200@172.18.0.1	INVITE	
2.195156041	57-247200@172.18.0.1		180
2.195193764	57-247200@172.18.0.1		180
2.196302650	57-247200@172.18.0.1		200
2.196330495	57-247200@172.18.0.1		200
2.196405209	57-247200@172.18.0.1	ACK	
2.196454977	57-247200@172.18.0.1	ACK	
2.227624176	45-247200@172.18.0.1		200
2.227686734	45-247200@172.18.0.1		200
2.227732043	45-247200@172.18.0.1	ACK	
2.227790957	45-247200@172.18.0.1	ACK	
2.235367186	58-247200@172.18.0.1	INVITE	
2.235422367	58-247200@172.18.0.1	INVITE	
2.235548621	58-247200@172.18.0.1		180
2.235581114	58-247200@172.18.0.1		180
2.236655953	58-247200@172.18.0.1		200
2.236683546	58-247200@172.18.0.1		200
2.236747096	58-247200@172.18.0.1	ACK	
2.236799745	58-247200@172.18.0.1	ACK	
2.265180348	46-247200@172.18.0.1		200
2.265218023	46-247200@172.18.0.1		200
2.265268199	46-247200@172.18.0.1	ACK	
2.265323839	46-247200@172.18.0.1	ACK	
2.272766379	59-247200@172.18.0.1	INVITE	
2.272824799	59-247200@172.18.0.1	INVITE	
2.272972733	59-247200@172.18.0.1		180
2.273007750	59-247200@172.18.0.1		180
2.274082085	59-247200@172.18.0.1		200
2.274110028	59-247200@172.18.0.1		200
2.274188567	59-247200@172.18.0.1	ACK	
2.274235501	59-247200@172.18.0.1	ACK	
2.288065981	21-247200@172.18.0.1		200
2.288136608	21-247200@172.18.0.1		200
2.288239448	21-247200@172.18.0.1	ACK	
2.288364855	21-247200@172.18.0.1	ACK	
2.311773359	60-247200@172.18.0.1	INVITE	
2.311833148	60-247200@172.18.0.1	INVITE	
2.311966681	60-247200@172.18.0.1		180
2.311995675	60-247200@172.18.0.1		180
2.313111031	60-247200@172.18.0.1		200
2.313154094	60-247200@172.18.0.1		200
2.313287948	60-247200@172.18.0.1	ACK	
2.313385742	60-247200@172.18.0.1	ACK	
2.326198867	22-247200@172.18.0.1		200
2.326229979	22-247200@172.18.0.1		200
2.326272432	22-247200@172.18.0.1	ACK	
2.326319955	22-247200@172.18.0.1	ACK	
2.351826651	61-247200@172.18.0.1	INVITE	
2.351951102	61-247200@172.18.0.1	INVITE	
2.352107878	61-247200@172.18.0.1		180
2.352137974	61-247200@172.18.0.1		180
2.353207529	61-247200@172.18.0.1		200
2.353235694	61-247200@172.18.0.1		200
2.353301631	61-247200@172.18.0.1	ACK	
