========================= RTP Streams ========================
   Start time      End time     Src IP addr  Port    Dest IP addr  Port       SSRC          Payload  Pkts         Lost   Min Delta(ms)  Mean Delta(ms)   Max Delta(ms)  Min Jitter(ms) Mean Jitter(ms)  Max Jitter(ms) Problems?
    89.754296    117.204992      172.18.0.1  6896      172.18.0.3  6000 0x291802AD            g711A  1312    63 (4.6%)           0.070          20.939          78.299           0.917          14.317          21.573 X
    89.532285     92.474114      172.18.0.1  6894      172.18.0.4  6000 0x291802AB            g711A   143     5 (3.4%)           0.127          20.717          64.719           0.333          14.297          21.497 X
    89.332184    117.452367      172.18.0.1  6892      172.18.0.4  6000 0x291802A9            g711A  1336    72 (5.1%)           0.041          21.064          73.824           0.397          14.443          22.807 X
    89.149187    127.663077      172.18.0.1  6890      172.18.0.2  6000 0x291802A7            g711A  1851    75 (3.9%)           0.009          20.818          93.889           0.885          14.527          21.960 X
    88.942049    137.187069      172.18.0.1  6888      172.18.0.3  6000 0x291802A5            g711A  2296   119 (4.9%)           0.025          21.022          69.548           0.942          14.580          21.543 X
    88.715067    141.212934      172.18.0.1  6886      172.18.0.3  6000 0x291802A3            g711A  2475   149 (5.7%)           0.003          21.220          78.207           1.630          14.598          21.327 X
    88.519528    113.209609      172.18.0.1  6884      172.18.0.3  6000 0x291802A1            g711A  1180    55 (4.5%)           0.004          20.942          74.965           1.528          15.176          22.166 X
    88.350810    119.675963      172.18.0.1  6882      172.18.0.2  6000 0x2918029F            g711A  1479    87 (5.6%)           0.014          21.194          76.034           0.822          13.946          21.376 X
    88.123488     88.689891      172.18.0.1  6880      172.18.0.2  6000 0x2918029D            g711A    28     1 (3.4%)           1.808          20.978          44.929           0.554           6.717          13.420 X
    87.933333    100.700548      172.18.0.1  6878      172.18.0.2  6000 0x2918029B            g711A   608    30 (4.7%)           0.133          21.033          73.130           0.153          13.738          19.890 X
    87.730112     95.691189      172.18.0.1  6876      172.18.0.2  6000 0x29180299            g711A   380    19 (4.8%)           0.324          21.005          61.375           0.758          14.482          20.571 X
    87.566315    134.209074      172.18.0.1  6874      172.18.0.3  6000 0x29180297            g711A  2219   115 (4.9%)           0.002          21.029          74.270           0.809          14.713          23.126 X
    87.341080     87.672268      172.18.0.1  6872      172.18.0.2  6000 0x29180295            g711A    16     2 (11.1%)           2.301          22.079          45.903           0.175           5.505           7.595 X
    87.163440    123.693152      172.18.0.1  6870      172.18.0.2  6000 0x29180293            g711A  1737    90 (4.9%)           0.063          21.042          68.712           0.309          14.808          21.680 X
    86.913119     98.702327      172.18.0.1  6868      172.18.0.2  6000 0x29180291            g711A   555    34 (5.8%)           0.019          21.280          72.798           0.142          13.591          19.056 X
    86.780574    118.495243      172.18.0.1  6866      172.18.0.4  6000 0x2918028F            g711A  1486   101 (6.4%)           0.018          21.357          73.869           0.070          15.069          22.701 X
    86.564910    109.686996      172.18.0.1  6864      172.18.0.2  6000 0x2918028D            g711A  1108    50 (4.3%)           0.008          20.887          92.363           0.836          14.954          25.199 X
    86.331500    122.664458      172.18.0.1  6862      172.18.0.2  6000 0x2918028B            g711A  1723    94 (5.2%)           0.002          21.099         110.469           0.186          14.050          22.579 X
    86.160815    105.472404      172.18.0.1  6860      172.18.0.4  6000 0x29180289            g711A   928    39 (4.0%)           0.040          20.832          76.187           0.446          14.251          21.370 X
    85.913031    116.686459      172.18.0.1  6858      172.18.0.2  6000 0x29180287            g711A  1454    84 (5.5%)           0.022          21.179          85.295           1.341          13.799          19.197 X
    85.745569    109.217725      172.18.0.1  6856      172.18.0.3  6000 0x29180285            g711A  1114    61 (5.2%)           0.016          21.089          73.501           1.992          14.208          20.296 X
    85.547241    113.468710      172.18.0.1  6854      172.18.0.4  6000 0x29180283            g711A  1336    61 (4.4%)           0.034          20.915          72.235           0.528          14.786          22.032 X
    85.328711    115.187924      172.18.0.1  6852      172.18.0.3  6000 0x29180281            g711A  1414    80 (5.4%)           0.003          21.132          78.095           0.877          13.966          23.235 X
    85.135126     90.700047      172.18.0.1  6850      172.18.0.2  6000 0x2918027F            g711A   265    13 (4.7%)           0.150          21.079          68.045           0.074          12.586          17.796 X
    84.925466     96.219654      172.18.0.1  6848      172.18.0.3  6000 0x2918027D            g711A   536    29 (5.1%)           0.003          21.111          64.261           0.873          14.501          20.256 X
    84.717015    103.660098      172.18.0.1  6846      172.18.0.2  6000 0x2918027B            g711A   898    50 (5.3%)           0.034          21.118          70.444           1.067          12.995          19.147 X
    84.547454     94.476687      172.18.0.1  6844      172.18.0.4  6000 0x29180279            g711A   486    12 (2.4%)           0.053          20.473          86.821           0.968          15.085          22.739 X
    84.340036    120.187121      172.18.0.1  6842      172.18.0.3  6000 0x29180277            g711A  1702    91 (5.1%)           0.041          21.074          73.469           0.597          13.733          20.533 X
    84.122884    131.197576      172.18.0.1  6840      172.18.0.3  6000 0x29180275            g711A  2218   136 (5.8%)           0.022          21.234          78.579           0.143          13.635          21.152 X
    83.962837    103.459614      172.18.0.1  6838      172.18.0.4  6000 0x29180273            g711A   939    37 (3.8%)           0.085          20.785          67.276           0.287          14.315          22.458 X
    83.733063    140.220672      172.18.0.1  6836      172.18.0.3  6000 0x29180271            g711A  2690   136 (4.8%)           0.016          21.007          72.960           0.172          13.664          20.138 X
    83.564912     85.483203      172.18.0.1  6834      172.18.0.4  6000 0x2918026F            g711A    93     4 (4.1%)           0.333          20.851          53.243           0.527          11.582          17.471 X
    83.362314    128.676518      172.18.0.1  6832      172.18.0.2  6000 0x2918026D            g711A  2164   102 (4.5%)           0.002          20.950          75.025           0.189          14.546          22.609 X
    83.180110    107.695313      172.18.0.1  6830      172.18.0.2  6000 0x2918026B            g711A  1158    68 (5.5%)           0.082          21.189          77.257           1.083          14.505          20.636 X
    82.956592     91.702756      172.18.0.1  6828      172.18.0.2  6000 0x29180269            g711A   421    16 (3.7%)           0.150          20.824          76.101           0.393          14.515          23.512 X
    82.732163    111.683439      172.18.0.1  6826      172.18.0.2  6000 0x29180267            g711A  1383    65 (4.5%)           0.043          20.949          82.439           0.140          15.335          23.184 X
    82.513011     87.247233      172.18.0.1  6824      172.18.0.3  6000 0x29180265            g711A   224    12 (5.1%)           0.169          21.230          71.043           0.963          13.621          17.888 X
    82.324259    101.469857      172.18.0.1  6822      172.18.0.4  6000 0x29180263            g711A   911    47 (4.9%)           0.083          21.039          77.581           0.138          15.208          22.250 X
    82.154501    118.688309      172.18.0.1  6820      172.18.0.2  6000 0x29180261            g711A  1728    99 (5.4%)           0.008          21.154          80.102           1.024          14.511          22.338 X
    81.934026     93.223367      172.18.0.1  6818      172.18.0.3  6000 0x2918025F            g711A   540    24 (4.3%)           0.026          20.945          90.825           0.418          14.465          19.849 X
    81.731823     93.488792      172.18.0.1  6816      172.18.0.4  6000 0x2918025D            g711A   559    28 (4.8%)           0.086          21.070          67.016           0.890          14.823          23.795 X
    81.549809    114.476940      172.18.0.1  6814      172.18.0.4  6000 0x2918025B            g711A  1568    78 (4.7%)           0.021          21.013          94.835           1.557          14.882          22.919 X
    81.371327     90.205166      172.18.0.1  6812      172.18.0.3  6000 0x29180259            g711A   425    18 (4.1%)           0.010          20.835          75.291           0.542          14.253          19.869 X
    81.183882    114.200526      172.18.0.1  6810      172.18.0.3  6000 0x29180257            g711A  1577    76 (4.6%)           0.010          20.950          91.019           0.062          14.388          22.170 X
    80.950497    107.228404      172.18.0.1  6808      172.18.0.3  6000 0x29180255            g711A  1249    65 (4.9%)           0.006          21.056          69.263           0.142          14.535          19.834 X
    80.731194     81.449793      172.18.0.1  6806      172.18.0.4  6000 0x29180253            g711A    37     0 (0.0%)           0.772          19.961          55.462           0.691           8.186          11.651 X
    80.637380    110.688324      172.18.0.1  6804      172.18.0.2  6000 0x2918024D            g711A  1427    77 (5.1%)           0.014          21.074          69.299           0.889          15.144          22.153 X
    80.515380    112.685872      172.18.0.1  6802      172.18.0.2  6000 0x29180251            g711A  1526    82 (5.1%)           0.048          21.095          77.225           0.633          15.310          23.835 X
    80.314796    129.719569      172.18.0.1  6800      172.18.0.2  6000 0x2918024F            g711A  2356   114 (4.6%)           0.004          20.979          78.761           1.166          13.529          20.461 X
    79.936179     82.674209      172.18.0.1  6798      172.18.0.2  6000 0x2918024B            g711A   132     5 (3.6%)           0.030          20.901          66.886           1.663          12.748          17.795 X
    79.840732    130.222937      172.18.0.1  6796      172.18.0.3  6000 0x29180245            g711A  2409   110 (4.4%)           0.015          20.923          93.450           0.698          14.996          21.884 X
    79.740457     96.671039      172.18.0.1  6794      172.18.0.2  6000 0x29180249            g711A   809    40 (4.7%)           0.043          20.954          78.147           0.257          15.097          22.382 X
    79.545741     94.209445      172.18.0.1  6792      172.18.0.3  6000 0x29180247            g711A   701    34 (4.6%)           0.071          20.948          70.191           0.802          14.982          23.833 X
    79.136058    102.670963      172.18.0.1  6790      172.18.0.2  6000 0x29180243            g711A  1108    71 (6.0%)           0.087          21.260          82.050           0.626          14.861          21.281 X
    78.935228     87.461059      172.18.0.1  6788      172.18.0.4  6000 0x29180241            g711A   402    25 (5.9%)           0.137          21.261          71.993           0.664          13.819          22.081 X
    78.714516    103.195599      172.18.0.1  6786      172.18.0.3  6000 0x2918023F            g711A  1168    57 (4.7%)           0.057          20.978          90.922           0.790          14.681          21.041 X
    78.541576    105.218561      172.18.0.1  6784      172.18.0.3  6000 0x2918023D            g711A  1265    70 (5.2%)           0.019          21.105          71.647           0.540          14.603          22.089 X
    78.310081     79.451510      172.18.0.1  6782      172.18.0.4  6000 0x2918023B            g711A    56     1 (1.8%)           0.182          20.753          45.301           1.081          10.783          15.116 X
    78.133090     80.460010      172.18.0.1  6780      172.18.0.4  6000 0x29180239            g711A   108     9 (7.7%)           0.694          21.747          55.875           0.158          12.777          17.425 X
    77.948331     93.674686      172.18.0.1  6778      172.18.0.2  6000 0x29180237            g711A   752    35 (4.4%)           0.054          20.941          68.431           0.500          12.904          18.657 X
    77.869695     88.476676      172.18.0.1  6776      172.18.0.4  6000 0x29180231            g711A   511    21 (3.9%)           0.066          20.798          72.935           0.206          14.977          23.070 X
    77.734076    120.500901      172.18.0.1  6774      172.18.0.4  6000 0x29180235            g711A  2019   120 (5.6%)           0.008          21.193          81.926           0.592          14.231          22.227 X
    77.530625    106.487091      172.18.0.1  6772      172.18.0.4  6000 0x29180233            g711A  1383    65 (4.5%)           0.006          20.953          70.804           0.135          13.446          19.779 X
    77.132161    100.454732      172.18.0.1  6770      172.18.0.4  6000 0x2918022F            g711A  1102    65 (5.6%)           0.023          21.183          69.112           0.732          15.003          22.636 X
    76.923753     97.700906      172.18.0.1  6768      172.18.0.2  6000 0x2918022D            g711A   981    58 (5.6%)           0.064          21.201          76.001           0.303          14.243          20.479 X
    76.722634     91.460112      172.18.0.1  6766      172.18.0.4  6000 0x2918022B            g711A   701    36 (4.9%)           0.146          21.054          70.515           0.121          14.205          21.661 X
    76.538787     98.453483      172.18.0.1  6764      172.18.0.4  6000 0x29180229            g711A  1041    56 (5.1%)           0.022          21.072          77.173           0.529          14.251          20.168 X
    76.338113     79.670041      172.18.0.1  6762      172.18.0.2  6000 0x29180227            g711A   163     5 (3.0%)           0.428          20.567          56.908           0.083          11.902          15.959 X
    76.117094     89.672553      172.18.0.1  6760      172.18.0.2  6000 0x29180225            g711A   658    21 (3.1%)           0.039          20.632          67.745           0.033          13.997          21.534 X
    75.927117     81.227730      172.18.0.1  6758      172.18.0.3  6000 0x29180223            g711A   258     8 (3.0%)           0.285          20.625          61.648           0.735          13.981          19.022 X
    75.734134    115.665884      172.18.0.1  6756      172.18.0.2  6000 0x29180221            g711A  1897    99 (5.0%)           0.001          21.061          68.999           0.918          13.677          21.091 X
    75.516850    133.214697      172.18.0.1  6754      172.18.0.3  6000 0x2918021F            g711A  2753   132 (4.6%)           0.008          20.966          91.970           0.115          14.717          22.196 X
    75.350284     76.212306      172.18.0.1  6752      172.18.0.3  6000 0x2918021D            g711A    43     1 (2.3%)           0.015          20.524          55.128           1.207           8.577          14.105 X
    75.187787    115.468408      172.18.0.1  6750      172.18.0.4  6000 0x2918021B            g711A  1904   111 (5.5%)           0.045          21.167          75.603           0.759          14.846          23.641 X
    74.916450    117.679059      172.18.0.1  6748      172.18.0.2  6000 0x29180219            g711A  2019   120 (5.6%)           0.015          21.191          68.877           0.284          14.147          21.434 X
    74.737662     75.464828      172.18.0.1  6746      172.18.0.4  6000 0x29180217            g711A    35     3 (7.9%)           2.196          21.387          52.635           0.611           7.553          13.456 X
    74.539930    119.544866      172.18.0.1  6744      172.18.0.4  6000 0x29180215            g711A  2147   104 (4.6%)           0.012          20.972          76.826           0.814          14.814          21.537 X
    74.334681     98.225034      172.18.0.1  6742      172.18.0.3  6000 0x29180213            g711A  1123    71 (5.9%)           0.008          21.293          71.048           1.507          13.842          20.279 X
    74.157662    119.207625      172.18.0.1  6740      172.18.0.3  6000 0x29180211            g711A  2140   112 (5.0%)           0.002          21.061          86.861           0.200          14.584          21.590 X
    73.950799    102.225911      172.18.0.1  6738      172.18.0.3  6000 0x2918020F            g711A  1347    66 (4.7%)           0.021          21.007          89.414           1.750          14.274          21.929 X
    73.751587    108.693170      172.18.0.1  6736      172.18.0.2  6000 0x2918020D            g711A  1674    74 (4.2%)           0.009          20.886          70.316           0.156          14.830          22.011 X
    73.568957     76.479180      172.18.0.1  6734      172.18.0.4  6000 0x2918020B            g711A   141     6 (4.1%)           0.134          20.787          53.838           0.020          13.063          17.497 X
    73.311031     75.654093      172.18.0.1  6732      172.18.0.2  6000 0x29180209            g711A   109     8 (6.8%)           0.062          21.695          68.558           1.685          12.192          17.800 X
    73.144601    116.450865      172.18.0.1  6730      172.18.0.4  6000 0x29180207            g711A  2041   127 (5.9%)           0.005          21.229          73.376           1.982          14.688          25.620 X
    72.936834     91.215820      172.18.0.1  6728      172.18.0.3  6000 0x29180205            g711A   870    45 (4.9%)           0.041          21.035          72.079           0.633          13.074          19.337 X
    72.737039    121.669203      172.18.0.1  6726      172.18.0.2  6000 0x29180203            g711A  2329   117 (4.8%)           0.001          21.020          90.521           1.147          14.704          24.028 X
    72.535571    104.195487      172.18.0.1  6724      172.18.0.3  6000 0x29180201            g711A  1518    66 (4.2%)           0.025          20.870          74.566           0.576          14.056          20.593 X
    72.332820     94.703529      172.18.0.1  6722      172.18.0.2  6000 0x291801FF            g711A  1070    48 (4.3%)           0.003          20.927          75.515           0.287          13.534          19.536 X
    72.112736    107.463385      172.18.0.1  6720      172.18.0.4  6000 0x291801FD            g711A  1669    99 (5.6%)           0.001          21.193          80.140           0.575          13.687          20.605 X
    71.920919     84.683529      172.18.0.1  6718      172.18.0.2  6000 0x291801FB            g711A   611    28 (4.4%)           0.040          20.922          60.803           1.479          13.841          19.826 X
    71.752839    104.487913      172.18.0.1  6716      172.18.0.4  6000 0x291801F9            g711A  1559    78 (4.8%)           0.013          21.011          89.634           1.237          14.610          23.739 X
    71.532593     77.225743      172.18.0.1  6714      172.18.0.3  6000 0x291801F7            g711A   267    17 (6.0%)           0.199          21.403          59.528           0.409          15.231          20.981 X
    71.341213    118.199903      172.18.0.1  6712      172.18.0.3  6000 0x291801F5            g711A  2222   122 (5.2%)           0.001          21.098          90.153           1.607          14.742          23.476 X
    71.118696     77.483717      172.18.0.1  6710      172.18.0.4  6000 0x291801F3            g711A   302    16 (5.0%)           0.258          21.146          71.503           1.390          14.870          20.966 X
    70.953461     84.229422      172.18.0.1  6708      172.18.0.3  6000 0x291801F1            g711A   625    39 (5.9%)           0.061          21.276          72.349           1.615          13.913          19.133 X
    70.744402     74.647790      172.18.0.1  6706      172.18.0.2  6000 0x291801EF            g711A   189     7 (3.6%)           0.076          20.763          55.914           1.084          13.569          18.453 X
    70.534224     86.687850      172.18.0.1  6704      172.18.0.2  6000 0x291801ED            g711A   772    38 (4.7%)           0.063          20.952          69.959           0.675          14.479          22.763 X
    70.350869     89.227624      172.18.0.1  6702      172.18.0.3  6000 0x291801EB            g711A   881    63 (6.7%)           0.021          21.451          77.238           0.358          13.250          20.730 X
    70.151854     99.190289      172.18.0.1  6700      172.18.0.3  6000 0x291801E9            g711A  1381    72 (5.0%)           0.030          21.042          74.704           0.084          14.945          23.228 X
    69.960193    109.479106      172.18.0.1  6698      172.18.0.4  6000 0x291801E7            g711A  1873   103 (5.2%)           0.008          21.111          92.336           1.031          13.582          18.942 X
    69.733851     82.235696      172.18.0.1  6696      172.18.0.3  6000 0x291801E5            g711A   594    32 (5.1%)           0.101          21.082          78.531           0.347          14.785          22.385 X
    69.510615     77.655074      172.18.0.1  6694      172.18.0.2  6000 0x291801E3            g711A   388    19 (4.7%)           0.320          21.045          71.945           1.831          14.324          19.137 X
    69.333734     79.212162      172.18.0.1  6692      172.18.0.3  6000 0x291801E1            g711A   468    27 (5.5%)           0.008          21.153          71.437           0.657          13.346          18.951 X
    69.116474     80.675262      172.18.0.1  6690      172.18.0.2  6000 0x291801DF            g711A   553    26 (4.5%)           0.113          20.940          75.374           0.169          14.484          20.041 X
    68.933704     86.203680      172.18.0.1  6688      172.18.0.3  6000 0x291801DD            g711A   828    35 (4.1%)           0.016          20.883          82.803           0.177          15.060          20.699 X
    68.715198     85.192466      172.18.0.1  6686      172.18.0.3  6000 0x291801DB            g711A   783    41 (5.0%)           0.036          21.071          95.939           0.254          14.653          23.811 X
    68.525512     88.226748      172.18.0.1  6684      172.18.0.3  6000 0x291801D9            g711A   938    48 (4.9%)           0.032          21.026          83.479           1.359          14.145          19.308 X
    68.333017     98.423212      172.18.0.1  6682      172.18.0.4  6000 0x291801D7            g711A  1419    86 (5.7%)           0.005          21.220          89.294           0.179          14.018          20.204 X
    68.179257     83.243347      172.18.0.1  6680      172.18.0.3  6000 0x291801D5            g711A   716    38 (5.0%)           0.219          21.069          80.364           0.478          14.424          19.592 X
    67.950035     68.683582      172.18.0.1  6678      172.18.0.2  6000 0x291801D3            g711A    37     0 (0.0%)           1.179          20.376          45.817           1.076          10.561          14.349 X
    67.750358     97.806106      172.18.0.1  6676      172.18.0.2  6000 0x291801D1            g711A  1438    65 (4.3%)           0.056          20.916          87.748           1.108          14.529          23.264 X
    67.644694     97.728146      172.18.0.1  6674      172.18.0.4  6000 0x291801CB            g711A  1431    74 (4.9%)           0.085          21.037         100.801           0.783          15.044          24.891 X
    67.566010     74.479291      172.18.0.1  6672      172.18.0.4  6000 0x291801CF            g711A   329    18 (5.2%)           0.030          21.077          62.250           0.161          15.501          20.814 X
    67.331692     73.218060      172.18.0.1  6670      172.18.0.3  6000 0x291801CD            g711A   286     9 (3.1%)           0.255          20.654          56.918           0.465          14.748          20.241 X
    66.969102     72.688336      172.18.0.1  6668      172.18.0.2  6000 0x291801C9            g711A   278     9 (3.1%)           0.139          20.647          62.001           0.913          12.864          17.528 X
    66.769082     92.221670      172.18.0.1  6666      172.18.0.3  6000 0x291801C7            g711A  1217    57 (4.5%)           0.070          20.931          76.515           0.848          13.763          19.695 X
    66.543954     96.583569      172.18.0.1  6664      172.18.0.3  6000 0x291801C5            g711A  1421    81 (5.4%)           0.078          21.155          76.262           0.844          14.524          24.341 X
    66.456010     96.520873      172.18.0.1  6662      172.18.0.4  6000 0x291801BF            g711A  1448    55 (3.7%)           0.025          20.777          65.361           1.156          13.970          20.936 X
    66.365652     96.444202      172.18.0.1  6660      172.18.0.3  6000 0x291801C3            g711A  1424    80 (5.3%)           0.050          21.137          70.927           0.560          14.860          23.166 X
    66.143003     67.486219      172.18.0.1  6658      172.18.0.4  6000 0x291801C1            g711A    67     1 (1.5%)           0.606          20.352          50.783           0.334          11.099          16.013 X
    65.745261     83.458246      172.18.0.1  6656      172.18.0.4  6000 0x291801BD            g711A   845    43 (4.8%)           0.149          20.987          79.731           0.266          14.577          20.727 X
    65.521865     95.595598      172.18.0.1  6654      172.18.0.4  6000 0x291801BB            g711A  1427    77 (5.1%)           0.003          21.090          77.080           0.722          14.902          21.488 X
    65.315498     95.421295      172.18.0.1  6652      172.18.0.3  6000 0x291801B9            g711A  1434    71 (4.7%)           0.106          21.009          73.287           0.099          14.286          21.068 X
    65.139532     70.209552      172.18.0.1  6650      172.18.0.3  6000 0x291801B7            g711A   239    15 (5.9%)           0.190          21.303          78.478           0.905          13.309          18.931 X
    64.927998     94.982192      172.18.0.1  6648      172.18.0.4  6000 0x291801B5            g711A  1406    98 (6.5%)           0.061          21.391          96.036           1.327          15.047          23.162 X
    64.733554     90.453851      172.18.0.1  6646      172.18.0.4  6000 0x291801B3            g711A  1204    83 (6.4%)           0.037          21.380          70.226           0.222          14.119          20.325 X
    64.544581     92.682782      172.18.0.1  6644      172.18.0.2  6000 0x291801B1            g711A  1329    79 (5.6%)           0.053          21.188          71.126           0.948          14.800          22.658 X
    64.333450     68.448085      172.18.0.1  6642      172.18.0.4  6000 0x291801AF            g711A   200     7 (3.4%)           0.441          20.677          62.535           0.474          14.559          23.292 X
    64.168839     89.477298      172.18.0.1  6640      172.18.0.4  6000 0x291801AD            g711A  1214    53 (4.2%)           0.091          20.864          92.735           0.499          15.362          21.636 X
    63.942174     65.708038      172.18.0.1  6638      172.18.0.2  6000 0x291801AB            g711A    85     3 (3.4%)           0.036          21.022          53.311           0.104          12.224          15.576 X
    63.743340     93.821194      172.18.0.1  6636      172.18.0.2  6000 0x291801A9            g711A  1444    61 (4.1%)           0.043          20.844          72.797           0.935          14.813          24.460 X
    63.562701     93.597417      172.18.0.1  6634      172.18.0.4  6000 0x291801A7            g711A  1425    78 (5.2%)           0.003          21.092          85.061           0.772          14.796          23.118 X
    63.336251     78.230014      172.18.0.1  6632      172.18.0.3  6000 0x291801A5            g711A   712    34 (4.6%)           0.041          20.948          79.956           1.532          14.732          21.978 X
    63.130341     70.463717      172.18.0.1  6630      172.18.0.4  6000 0x291801A3            g711A   354    14 (3.8%)           0.189          20.774          71.664           0.890          13.628          18.493 X
    62.960545     63.209090      172.18.0.1  6628      172.18.0.3  6000 0x291801A1            g711A    14     0 (0.0%)           0.310          19.119          43.324           0.373           4.248           6.882 X
    62.777732     92.854472      172.18.0.1  6626      172.18.0.3  6000 0x2918019F            g711A  1437    68 (4.5%)           0.087          20.945          82.648           0.982          14.971          22.007 X
    62.558181     80.244591      172.18.0.1  6624      172.18.0.3  6000 0x2918019D            g711A   834    50 (5.7%)           0.045          21.232          76.549           1.697          14.538          20.088 X
    62.339299     83.700136      172.18.0.1  6622      172.18.0.2  6000 0x2918019B            g711A  1016    53 (5.0%)           0.139          21.045          75.365           0.036          13.820          20.113 X
    62.146886     92.187085      172.18.0.1  6620      172.18.0.3  6000 0x29180199            g711A  1417    86 (5.7%)           0.015          21.215          97.928           0.758          15.232          22.607 X
    61.926449     86.459199      172.18.0.1  6618      172.18.0.4  6000 0x29180197            g711A  1167    61 (5.0%)           0.010          21.040          92.253           0.485          14.136          21.338 X
    61.776295     78.487106      172.18.0.1  6616      172.18.0.4  6000 0x29180195            g711A   799    37 (4.4%)           0.007          20.941          66.035           1.071          14.294          22.529 X
    61.537720     71.686964      172.18.0.1  6614      172.18.0.2  6000 0x29180193            g711A   483    25 (4.9%)           0.059          21.057          81.914           0.987          13.586          19.583 X
    61.346309     74.229460      172.18.0.1  6612      172.18.0.3  6000 0x29180191            g711A   617    28 (4.3%)           0.019          20.914          74.356           1.109          15.037          21.061 X
    61.130210     84.461505      172.18.0.1  6610      172.18.0.4  6000 0x2918018F            g711A  1112    56 (4.8%)           0.011          21.000          81.926           0.187          14.961          22.404 X
    60.950294     91.045662      172.18.0.1  6608      172.18.0.3  6000 0x2918018D            g711A  1429    76 (5.0%)           0.014          21.075          77.226           1.020          15.062          22.041 X
    60.737539     90.846064      172.18.0.1  6606      172.18.0.2  6000 0x2918018B            g711A  1434    72 (4.8%)           0.060          21.011          77.592           0.764          13.488          20.875 X
    60.649357     90.670827      172.18.0.1  6604      172.18.0.3  6000 0x29180185            g711A  1428    76 (5.1%)           0.092          21.038          67.373           1.221          15.022          22.715 X
    60.557977     90.630011      172.18.0.1  6602      172.18.0.2  6000 0x29180189            g711A  1421    84 (5.6%)           0.054          21.177          86.556           1.661          13.815          19.958 X
    60.342564     82.480488      172.18.0.1  6600      172.18.0.4  6000 0x29180187            g711A  1044    64 (5.8%)           0.008          21.225          88.557           1.214          14.414          22.218 X
    59.913758     90.002531      172.18.0.1  6598      172.18.0.3  6000 0x29180183            g711A  1429    76 (5.0%)           0.005          21.071          95.458           1.118          14.212          22.552 X
    59.754931     72.190694      172.18.0.1  6596      172.18.0.3  6000 0x29180181            g711A   589    35 (5.6%)           0.041          21.149          67.634           1.365          13.264          19.975 X
    59.574480     61.217453      172.18.0.1  6594      172.18.0.3  6000 0x2918017F            g711A    81     2 (2.4%)           0.104          20.537          67.115           0.036          12.037          17.194 X
    59.333669     89.947530      172.18.0.1  6592      172.18.0.3  6000 0x2918017D            g711A  1447    83 (5.4%)           0.014          21.171          83.886           0.667          14.791          23.895 X
    59.119050     89.181480      172.18.0.1  6590      172.18.0.4  6000 0x2918017B            g711A  1428    75 (5.0%)           0.023          21.067          79.047           0.347          14.659          24.131 X
    58.966432     65.458299      172.18.0.1  6588      172.18.0.4  6000 0x29180179            g711A   308    18 (5.5%)           0.273          21.146          71.317           0.412          12.758          19.031 X
    58.762387     62.461111      172.18.0.1  6586      172.18.0.4  6000 0x29180177            g711A   181     5 (2.7%)           0.151          20.548          72.878           1.038          13.326          18.472 X
    58.642709     78.668901      172.18.0.1  6584      172.18.0.2  6000 0x29180171            g711A   957    46 (4.6%)           0.009          20.948          78.820           0.033          14.435          20.073 X
    58.528534     88.564913      172.18.0.1  6582      172.18.0.4  6000 0x29180175            g711A  1451    51 (3.4%)           0.016          20.715          69.923           1.247          14.786          22.060 X
    58.355725     88.393647      172.18.0.1  6580      172.18.0.4  6000 0x29180173            g711A  1440    64 (4.3%)           0.028          20.874          87.775           0.946          13.694          19.973 X
    57.970333     88.502253      172.18.0.1  6578      172.18.0.3  6000 0x2918016F            g711A  1438    90 (5.9%)           0.029          21.247          82.175           0.775          14.997          21.206 X
    57.739310     87.805127      172.18.0.1  6576      172.18.0.2  6000 0x2918016D            g711A  1432    72 (4.8%)           0.040          21.010          83.447           0.892          13.519          21.446 X
    57.559753     85.683988      172.18.0.1  6574      172.18.0.2  6000 0x2918016B            g711A  1336    71 (5.0%)           0.009          21.067          70.650           0.422          15.044          23.771 X
    57.338587     87.441873      172.18.0.1  6572      172.18.0.3  6000 0x29180169            g711A  1441    64 (4.3%)           0.018          20.905          74.981           0.270          15.241          21.940 X
    57.112195     87.222696      172.18.0.1  6570      172.18.0.2  6000 0x29180167            g711A  1432    73 (4.9%)           0.012          21.042          79.960           0.502          15.027          23.838 X
    56.964443     86.993723      172.18.0.1  6568      172.18.0.3  6000 0x29180165            g711A  1439    65 (4.3%)           0.040          20.883          91.660           0.100          14.371          20.149 X
    56.747694     57.706325      172.18.0.1  6566      172.18.0.2  6000 0x29180163            g711A    47     1 (2.1%)           0.533          20.840          45.076           0.658           8.983          14.988 X
    56.551727     86.665282      172.18.0.1  6564      172.18.0.3  6000 0x29180161            g711A  1432    73 (4.9%)           0.019          21.044          63.417           1.803          14.069          20.618 X
    56.313006     57.452030      172.18.0.1  6562      172.18.0.4  6000 0x2918015F            g711A    56     2 (3.4%)           0.248          20.710          47.600           0.141          10.374          15.246 X
    56.147497     86.169424      172.18.0.1  6560      172.18.0.3  6000 0x2918015D            g711A  1434    68 (4.5%)           0.011          20.950          72.876           0.257          14.150          20.012 X
    55.929038     67.651854      172.18.0.1  6558      172.18.0.2  6000 0x2918015B            g711A   562    26 (4.4%)           0.083          20.896          65.030           0.113          13.861          20.238 X
