========================= RTP Streams ========================
   Start time      End time     Src IP addr  Port    Dest IP addr  Port       SSRC          Payload  Pkts         Lost   Min Delta(ms)  Mean Delta(ms)   Max Delta(ms)  Min Jitter(ms) Mean Jitter(ms)  Max Jitter(ms) Problems?
    55.732361     60.211526      172.18.0.1  6556      172.18.0.3  6000 0x29180159            g711A   214    11 (4.9%)           0.217          21.029          87.785           1.376          13.267          17.779 X
    55.553651     60.462564      172.18.0.1  6554      172.18.0.4  6000 0x29180157            g711A   233    13 (5.3%)           0.611          21.159          69.186           1.261          12.887          19.844 X
    55.339294     85.370944      172.18.0.1  6552      172.18.0.2  6000 0x29180155            g711A  1441    62 (4.1%)           0.014          20.855          76.168           0.230          14.706          20.734 X
    55.111746     85.180218      172.18.0.1  6550      172.18.0.2  6000 0x29180153            g711A  1420    84 (5.6%)           0.008          21.190          80.619           0.139          15.054          23.340 X
    54.961611     55.207698      172.18.0.1  6548      172.18.0.3  6000 0x29180151            g711A    14     0 (0.0%)           5.260          18.930          38.337           1.371           4.317           6.123 X
    54.710193     64.458361      172.18.0.1  6546      172.18.0.4  6000 0x2918014F            g711A   461    27 (5.5%)           0.179          21.192          69.133           0.395          13.529          18.511 X
    54.540008     56.708245      172.18.0.1  6544      172.18.0.2  6000 0x2918014D            g711A   100     9 (8.3%)           0.045          21.901          58.939           0.460          12.034          18.808 X
    54.367280     84.415580      172.18.0.1  6542      172.18.0.3  6000 0x2918014B            g711A  1427    77 (5.1%)           0.019          21.072          72.810           0.563          13.831          21.800 X
    54.238796     75.212530      172.18.0.1  6540      172.18.0.3  6000 0x29180145            g711A  1003    46 (4.4%)           0.023          20.932          71.117           0.239          14.549          20.965 X
    54.154762     71.209689      172.18.0.1  6538      172.18.0.3  6000 0x29180149            g711A   811    43 (5.0%)           0.031          21.055          88.944           0.204          15.294          23.591 X
    53.945462     81.706926      172.18.0.1  6536      172.18.0.2  6000 0x29180147            g711A  1332    56 (4.0%)           0.003          20.858          83.824           0.146          15.214          22.922 X
    53.579463     83.603476      172.18.0.1  6534      172.18.0.4  6000 0x29180143            g711A  1431    73 (4.9%)           0.084          20.996          78.499           0.499          15.572          23.346 X
    53.421885     64.208841      172.18.0.1  6532      172.18.0.3  6000 0x29180133            g711A   516    24 (4.4%)           0.077          20.946          76.002           0.525          14.307          20.093 X
    53.332374     53.465946      172.18.0.1  6530      172.18.0.4  6000 0x29180141            g711A     7     0 (0.0%)           8.013          22.262          60.263           0.991           1.972           3.341 X
    53.113459     84.717138      172.18.0.1  6528      172.18.0.3  6000 0x2918013F            g711A  1501    78 (4.9%)           0.028          21.069          74.365           1.274          15.423          21.406 X
    52.928284     66.472924      172.18.0.1  6526      172.18.0.4  6000 0x2918013D            g711A   652    26 (3.8%)           0.077          20.806          74.466           0.766          15.255          23.671 X
    52.765268     59.204971      172.18.0.1  6524      172.18.0.3  6000 0x2918013B            g711A   304    19 (5.9%)           0.251          21.253          71.188           0.144          13.260          17.326 X
    52.512868     59.676436      172.18.0.1  6522      172.18.0.2  6000 0x29180139            g711A   350     9 (2.5%)           0.435          20.526          54.635           0.652          13.342          18.249 X
    52.322011     62.219978      172.18.0.1  6520      172.18.0.3  6000 0x29180137            g711A   468    27 (5.5%)           0.012          21.195          64.627           0.492          14.094          21.174 X
    52.129522     82.172784      172.18.0.1  6518      172.18.0.4  6000 0x29180135            g711A  1430    74 (4.9%)           0.014          21.024          96.530           0.219          14.559          23.962 X
    51.759116     81.843845      172.18.0.1  6516      172.18.0.4  6000 0x29180131            g711A  1442    62 (4.1%)           0.008          20.878          93.094           1.913          14.833          21.414 X
    51.576351     55.461722      172.18.0.1  6514      172.18.0.4  6000 0x2918012F            g711A   184    12 (6.1%)           0.387          21.232          64.641           1.176          14.639          20.299 X
    51.379302     54.204463      172.18.0.1  6512      172.18.0.3  6000 0x2918012D            g711A   133     8 (5.7%)           0.122          21.403          64.830           0.091          13.398          18.416 X
    51.172062     81.230067      172.18.0.1  6510      172.18.0.3  6000 0x2918012B            g711A  1441    64 (4.3%)           0.051          20.874          83.181           0.168          13.934          20.914 X
    50.940127     52.669490      172.18.0.1  6508      172.18.0.2  6000 0x29180129            g711A    84     4 (4.5%)           0.971          20.836          56.336           1.078          13.340          18.148 X
    50.765871     51.703301      172.18.0.1  6506      172.18.0.2  6000 0x29180127            g711A    47     1 (2.1%)           0.214          20.379          55.113           1.760           9.982          13.396 X
    50.622276     69.210059      172.18.0.1  6504      172.18.0.3  6000 0x29180121            g711A   888    42 (4.5%)           0.007          20.956          70.963           1.054          13.937          22.028 X
    50.578223     55.686875      172.18.0.1  6502      172.18.0.2  6000 0x29180125            g711A   248     8 (3.1%)           0.346          20.683          54.977           0.643          13.095          18.937 X
    50.362561     52.203512      172.18.0.1  6500      172.18.0.3  6000 0x29180123            g711A    90     3 (3.2%)           0.388          20.685          67.022           1.627          11.637          16.520 X
    49.965776     80.027668      172.18.0.1  6498      172.18.0.4  6000 0x2918011F            g711A  1425    79 (5.3%)           0.021          21.111          72.000           1.193          13.679          19.261 X
    49.714358     53.201931      172.18.0.1  6496      172.18.0.3  6000 0x2918011D            g711A   168     7 (4.0%)           0.083          20.884          65.742           0.724          15.104          20.503 X
    49.562546     56.225738      172.18.0.1  6494      172.18.0.3  6000 0x2918011B            g711A   316    18 (5.4%)           0.498          21.153          68.946           1.576          12.711          18.633 X
    49.359104     79.427171      172.18.0.1  6492      172.18.0.3  6000 0x29180119            g711A  1423    81 (5.4%)           0.037          21.145          69.780           0.418          13.858          19.954 X
    49.229300     73.679015      172.18.0.1  6490      172.18.0.2  6000 0x29180113            g711A  1159    64 (5.2%)           0.024          21.114          76.134           0.602          13.801          20.012 X
    49.144545     69.706223      172.18.0.1  6488      172.18.0.2  6000 0x29180117            g711A   983    45 (4.4%)           0.002          20.939          79.806           1.013          13.935          20.795 X
    48.952918     62.673523      172.18.0.1  6486      172.18.0.2  6000 0x29180115            g711A   650    38 (5.5%)           0.011          21.141          78.138           0.335          13.621          18.890 X
    48.536206     79.095857      172.18.0.1  6484      172.18.0.3  6000 0x29180111            g711A  1455    74 (4.8%)           0.019          21.018          74.479           2.049          13.596          19.108 X
    48.317882     78.445981      172.18.0.1  6482      172.18.0.2  6000 0x2918010F            g711A  1438    68 (4.5%)           0.063          20.966         104.714           0.403          13.839          20.455 X
    48.164965     73.499029      172.18.0.1  6480      172.18.0.4  6000 0x2918010D            g711A  1220    48 (3.8%)           0.003          20.783          79.143           0.901          13.062          20.299 X
    47.955064     61.681273      172.18.0.1  6478      172.18.0.2  6000 0x2918010B            g711A   651    36 (5.2%)           0.060          21.117          72.128           0.968          15.308          21.721 X
    47.743324     76.707365      172.18.0.1  6476      172.18.0.2  6000 0x29180109            g711A  1383    65 (4.5%)           0.014          20.958          84.919           0.374          14.208          23.597 X
    47.551256     77.642902      172.18.0.1  6474      172.18.0.4  6000 0x29180107            g711A  1435    70 (4.7%)           0.082          20.984          76.874           0.856          15.323          23.042 X
    47.357732     65.202448      172.18.0.1  6472      172.18.0.3  6000 0x29180105            g711A   834    59 (6.6%)           0.001          21.422          72.681           1.708          14.468          20.412 X
    47.168124     54.650870      172.18.0.1  6470      172.18.0.2  6000 0x29180103            g711A   364    12 (3.2%)           0.181          20.614          68.394           1.536          14.238          21.436 X
    46.945799     63.470205      172.18.0.1  6468      172.18.0.4  6000 0x29180101            g711A   792    35 (4.2%)           0.141          20.891          76.514           1.067          13.438          19.085 X
    46.730143     76.823863      172.18.0.1  6466      172.18.0.4  6000 0x291800FF            g711A  1439    65 (4.3%)           0.084          20.927          76.402           0.173          14.527          20.815 X
    46.520633     59.466985      172.18.0.1  6464      172.18.0.4  6000 0x291800FD            g711A   617    31 (4.8%)           0.022          21.017          70.734           0.614          14.351          20.583 X
    46.372970     48.698315      172.18.0.1  6462      172.18.0.2  6000 0x291800FB            g711A   113     4 (3.4%)           0.325          20.762          62.973           0.653          14.144          20.097 X
    46.130226     76.207151      172.18.0.1  6460      172.18.0.2  6000 0x291800F9            g711A  1425    80 (5.3%)           0.020          21.121          80.627           0.815          13.564          20.638 X
    45.950706     76.022833      172.18.0.1  6458      172.18.0.3  6000 0x291800F7            g711A  1434    71 (4.7%)           0.017          20.985          78.429           0.893          13.363          19.273 X
    45.738895     60.689585      172.18.0.1  6456      172.18.0.2  6000 0x291800F5            g711A   710    39 (5.2%)           0.130          21.087          68.027           0.036          15.451          23.766 X
    45.531690     75.608154      172.18.0.1  6454      172.18.0.3  6000 0x291800F3            g711A  1428    78 (5.2%)           0.002          21.077          73.330           0.905          15.099          23.633 X
    45.366029     75.427445      172.18.0.1  6452      172.18.0.2  6000 0x291800F1            g711A  1421    83 (5.5%)           0.019          21.170          87.283           0.976          14.613          21.460 X
    45.123017     66.677017      172.18.0.1  6450      172.18.0.2  6000 0x291800EF            g711A  1022    57 (5.3%)           0.077          21.111          70.562           0.060          14.878          21.912 X
    44.920554     57.206414      172.18.0.1  6448      172.18.0.3  6000 0x291800ED            g711A   587    27 (4.4%)           0.043          20.966          84.973           1.550          14.284          21.098 X
    44.826523     74.918894      172.18.0.1  6446      172.18.0.4  6000 0x291800E7            g711A  1428    77 (5.1%)           0.007          21.088          85.397           0.228          13.933          19.741 X
    44.711119     49.462179      172.18.0.1  6444      172.18.0.4  6000 0x291800EB            g711A   226    12 (5.0%)           0.312          21.116          62.050           1.824          13.790          18.610 X
    44.612411     72.465720      172.18.0.1  6442      172.18.0.4  6000 0x291800DB            g711A  1317    76 (5.5%)           0.009          21.165          73.937           0.425          15.249          23.770 X
    44.522697     50.220298      172.18.0.1  6440      172.18.0.3  6000 0x291800E9            g711A   270    15 (5.3%)           0.003          21.181          59.989           1.295          14.961          20.783 X
    44.126189     74.206944      172.18.0.1  6438      172.18.0.3  6000 0x291800E5            g711A  1438    67 (4.5%)           0.002          20.933          78.746           1.241          15.000          21.768 X
    43.918229     46.691369      172.18.0.1  6436      172.18.0.2  6000 0x291800E3            g711A   132     6 (4.3%)           0.058          21.169          71.326           2.106          12.586          16.786 X
    43.753136     63.670886      172.18.0.1  6434      172.18.0.2  6000 0x291800E1            g711A   952    46 (4.6%)           0.020          20.944          95.199           0.215          12.824          20.777 X
    43.529761     70.684798      172.18.0.1  6432      172.18.0.2  6000 0x291800DF            g711A  1302    56 (4.1%)           0.030          20.872          78.173           0.310          14.078          20.987 X
    43.349705     64.679453      172.18.0.1  6430      172.18.0.2  6000 0x291800DD            g711A  1018    49 (4.6%)           0.018          20.973          75.243           0.064          14.558          23.780 X
    42.911500     72.994240      172.18.0.1  6428      172.18.0.3  6000 0x291800D9            g711A  1433    71 (4.7%)           0.021          21.008          79.076           0.851          14.064          19.935 X
    42.767737     72.791654      172.18.0.1  6426      172.18.0.4  6000 0x291800D7            g711A  1421    82 (5.5%)           0.003          21.144          73.310           0.097          13.760          19.551 X
    42.532667     72.621748      172.18.0.1  6424      172.18.0.2  6000 0x291800D5            g711A  1431    74 (4.9%)           0.023          21.041          82.608           0.723          14.691          21.517 X
    42.352106     71.480907      172.18.0.1  6422      172.18.0.4  6000 0x291800D3            g711A  1408    49 (3.4%)           0.040          20.703          74.414           0.763          14.291          20.045 X
    42.127153     47.685233      172.18.0.1  6420      172.18.0.2  6000 0x291800D1            g711A   272     7 (2.5%)           0.085          20.510          57.206           0.601          13.459          18.444 X
    41.934811     45.672246      172.18.0.1  6418      172.18.0.2  6000 0x291800CF            g711A   178    11 (5.8%)           0.191          21.115          73.499           0.761          13.575          20.463 X
    41.711720     71.799668      172.18.0.1  6416      172.18.0.3  6000 0x291800CD            g711A  1432    73 (4.9%)           0.038          21.026          88.683           0.735          15.181          22.967 X
    41.517828     67.206737      172.18.0.1  6414      172.18.0.3  6000 0x291800CB            g711A  1217    68 (5.3%)           0.069          21.126          78.750           0.337          13.538          20.411 X
    41.336526     68.196183      172.18.0.1  6412      172.18.0.3  6000 0x291800C9            g711A  1286    59 (4.4%)           0.012          20.902          67.565           1.237          14.750          20.053 X
    41.111498     66.190271      172.18.0.1  6410      172.18.0.3  6000 0x291800C7            g711A  1203    52 (4.1%)           0.142          20.864          72.259           1.825          14.956          22.552 X
    40.909729     61.469644      172.18.0.1  6408      172.18.0.4  6000 0x291800C5            g711A   980    48 (4.7%)           0.049          21.001          74.533           0.968          14.284          20.612 X
    40.753568     58.203960      172.18.0.1  6406      172.18.0.3  6000 0x291800C3            g711A   819    55 (6.3%)           0.010          21.333          86.587           1.210          13.360          20.813 X
    40.540392     47.472905      172.18.0.1  6404      172.18.0.4  6000 0x291800C1            g711A   327    21 (6.0%)           0.245          21.265          69.048           1.193          13.914          20.208 X
    40.336558     70.405613      172.18.0.1  6402      172.18.0.3  6000 0x291800BF            g711A  1429    75 (5.0%)           0.003          21.057          92.824           0.374          14.752          22.605 X
    40.146288     40.450146      172.18.0.1  6400      172.18.0.4  6000 0x291800BD            g711A    18     0 (0.0%)           1.692          17.874          41.524           0.003           3.713           7.537 X
    39.931178     50.692716      172.18.0.1  6398      172.18.0.2  6000 0x291800BB            g711A   518    20 (3.7%)           0.044          20.815          74.771           2.392          14.639          18.999 X
    39.711787     43.217582      172.18.0.1  6396      172.18.0.3  6000 0x291800B9            g711A   169     6 (3.4%)           0.066          20.868          64.913           1.454          13.504          20.602 X
    39.556535     50.461341      172.18.0.1  6394      172.18.0.4  6000 0x291800B7            g711A   514    32 (5.9%)           0.015          21.257          66.436           1.238          14.120          19.689 X
    39.333997     69.393281      172.18.0.1  6392      172.18.0.4  6000 0x291800B5            g711A  1433    72 (4.8%)           0.027          20.991          67.540           1.072          14.754          21.984 X
    39.153994     69.226911      172.18.0.1  6390      172.18.0.2  6000 0x291800B3            g711A  1423    80 (5.3%)           0.005          21.148          93.990           0.323          14.587          22.467 X
    38.957883     45.450041      172.18.0.1  6388      172.18.0.4  6000 0x291800B1            g711A   309    18 (5.5%)           0.053          21.078          72.629           0.256          14.067          21.813 X
    38.761415     68.834889      172.18.0.1  6386      172.18.0.2  6000 0x291800AF            g711A  1426    78 (5.2%)           0.079          21.104          83.308           0.299          14.511          25.391 X
    38.554654     68.604689      172.18.0.1  6384      172.18.0.4  6000 0x291800AD            g711A  1435    68 (4.5%)           0.023          20.955          94.087           0.049          14.878          25.056 X
    38.354924     40.707471      172.18.0.1  6382      172.18.0.2  6000 0x291800AB            g711A   112     5 (4.3%)           0.008          21.194          58.109           0.571          12.251          16.983 X
    38.147477     39.693468      172.18.0.1  6380      172.18.0.2  6000 0x291800A9            g711A    76     3 (3.8%)           1.206          20.613          68.290           0.291          12.431          17.118 X
    37.942480     54.481263      172.18.0.1  6378      172.18.0.4  6000 0x291800A7            g711A   793    34 (4.1%)           0.002          20.882          76.388           1.536          14.155          21.420 X
    37.747556     39.484938      172.18.0.1  6376      172.18.0.4  6000 0x291800A5            g711A    83     5 (5.7%)           0.687          21.188          61.961           2.111          12.649          17.531 X
    37.560156     58.454333      172.18.0.1  6374      172.18.0.4  6000 0x291800A3            g711A   993    54 (5.2%)           0.040          21.063          71.372           0.789          13.368          20.472 X
    37.337775     37.485005      172.18.0.1  6372      172.18.0.4  6000 0x291800A1            g711A     7     0 (0.0%)           8.936          24.538          36.290           0.189           1.582           3.062 
    37.112312     67.194418      172.18.0.1  6370      172.18.0.3  6000 0x2918009F            g711A  1445    59 (3.9%)           0.004          20.832          72.304           0.524          14.815          22.296 X
    36.925391     66.972946      172.18.0.1  6368      172.18.0.3  6000 0x2918009D            g711A  1442    62 (4.1%)           0.006          20.852          71.910           0.312          13.433          19.482 X
    36.751499     66.846836      172.18.0.1  6366      172.18.0.2  6000 0x2918009B            g711A  1429    76 (5.0%)           0.002          21.075          68.961           0.140          13.663          19.544 X
    36.532147     38.209005      172.18.0.1  6364      172.18.0.3  6000 0x29180099            g711A    79     5 (6.0%)           0.597          21.498          55.690           0.550           9.892          14.328 X
    36.429555     66.482702      172.18.0.1  6362      172.18.0.3  6000 0x29180093            g711A  1436    68 (4.5%)           0.010          20.943          92.393           1.134          14.251          22.853 X
    36.322510     43.465574      172.18.0.1  6360      172.18.0.4  6000 0x29180097            g711A   341    17 (4.7%)           0.067          21.009          82.088           0.329          12.969          18.560 X
    36.154255     45.210419      172.18.0.1  6358      172.18.0.3  6000 0x29180095            g711A   436    18 (4.0%)           0.033          20.819          82.826           0.267          13.942          19.982 X
    35.716395     38.453723      172.18.0.1  6356      172.18.0.4  6000 0x29180091            g711A   128    10 (7.2%)           0.175          21.554          63.434           1.469          14.478          18.822 X
    35.652951     38.700369      172.18.0.1  6354      172.18.0.2  6000 0x2918008B            g711A   134    19 (12.4%)           0.358          22.913         124.008           1.904          13.869          20.299 X
    35.529334     65.613839      172.18.0.1  6352      172.18.0.3  6000 0x2918008F            g711A  1429    76 (5.0%)           0.023          21.068          86.812           1.164          14.212          20.880 X
    35.312456     65.380378      172.18.0.1  6350      172.18.0.3  6000 0x2918008D            g711A  1428    76 (5.1%)           0.042          21.071          81.600           0.132          15.284          22.272 X
    35.253330     65.792697      172.18.0.1  6348      172.18.0.4  6000 0x29180087            g711A  1446    82 (5.4%)           0.049          21.135          79.072           1.078          13.449          21.080 X
    34.943186     40.213884      172.18.0.1  6346      172.18.0.3  6000 0x29180089            g711A   251    13 (4.9%)           0.204          21.083          71.089           0.167          12.759          17.066 X
    34.556637     51.208923      172.18.0.1  6344      172.18.0.3  6000 0x29180085            g711A   796    36 (4.3%)           0.038          20.946          68.231           1.389          14.890          21.102 X
    34.355904     64.427242      172.18.0.1  6342      172.18.0.3  6000 0x29180083            g711A  1429    74 (4.9%)           0.011          21.058          75.257           0.381          15.111          22.366 X
    34.162724     64.221649      172.18.0.1  6340      172.18.0.3  6000 0x29180081            g711A  1423    80 (5.3%)           0.003          21.138          86.544           1.385          14.640          22.133 X
    33.926577     58.682902      172.18.0.1  6338      172.18.0.2  6000 0x2918007F            g711A  1182    56 (4.5%)           0.011          20.962          71.187           0.229          14.191          19.393 X
    33.772364     63.814016      172.18.0.1  6336      172.18.0.2  6000 0x2918007D            g711A  1423    80 (5.3%)           0.002          21.126          80.718           0.699          14.788          22.668 X
    33.536313     41.465317      172.18.0.1  6334      172.18.0.4  6000 0x2918007B            g711A   378    20 (5.0%)           0.102          21.032          69.400           0.393          15.762          23.039 X
    33.340799     63.402914      172.18.0.1  6332      172.18.0.3  6000 0x29180079            g711A  1431    74 (4.9%)           0.018          21.022          76.905           1.111          13.728          20.338 X
    33.111541     37.687633      172.18.0.1  6330      172.18.0.2  6000 0x29180077            g711A   218    10 (4.4%)           0.223          21.088          72.047           0.216          12.366          16.603 X
    32.919856     63.019562      172.18.0.1  6328      172.18.0.3  6000 0x29180075            g711A  1427    78 (5.2%)           0.047          21.108          80.551           0.470          14.707          22.810 X
    32.756476     33.449340      172.18.0.1  6326      172.18.0.4  6000 0x29180073            g711A    36     1 (2.7%)           2.942          19.796          56.735           0.328           9.003          15.385 X
    32.525609     62.585757      172.18.0.1  6324      172.18.0.4  6000 0x29180071            g711A  1436    68 (4.5%)           0.002          20.948          80.372           0.280          15.049          23.722 X
    32.452243     53.673243      172.18.0.1  6322      172.18.0.2  6000 0x2918006B            g711A  1010    51 (4.8%)           0.059          21.032          73.329           2.078          15.218          22.393 X
    32.312411     36.203440      172.18.0.1  6320      172.18.0.3  6000 0x2918006F            g711A   183    12 (6.2%)           0.143          21.379          72.288           1.934          13.667          20.889 X
    32.158936     42.474146      172.18.0.1  6318      172.18.0.4  6000 0x2918006D            g711A   494    23 (4.4%)           0.011          20.923          74.015           0.585          14.336          19.385 X
    31.741621     49.190372      172.18.0.1  6316      172.18.0.3  6000 0x29180069            g711A   831    43 (4.9%)           0.016          21.023          68.572           0.284          14.289          19.652 X
    31.636310     61.711648      172.18.0.1  6314      172.18.0.3  6000 0x29180063            g711A  1431    73 (4.9%)           0.001          21.032          75.510           1.371          14.857          23.131 X
    31.529934     32.196648      172.18.0.1  6312      172.18.0.3  6000 0x29180067            g711A    32     1 (3.0%)           0.086          21.507          66.356           1.194           7.086          12.229 X
    31.337419     42.699445      172.18.0.1  6310      172.18.0.2  6000 0x29180065            g711A   549    19 (3.3%)           0.019          20.734          68.521           0.511          13.849          19.795 X
    30.957383     42.202932      172.18.0.1  6308      172.18.0.3  6000 0x29180061            g711A   533    31 (5.5%)           0.002          21.138          78.044           0.769          14.232          20.394 X
    30.730779     35.456115      172.18.0.1  6306      172.18.0.4  6000 0x2918005F            g711A   225    12 (5.1%)           0.111          21.095          67.665           0.824          15.145          21.159 X
    30.540897     60.595763      172.18.0.1  6304      172.18.0.3  6000 0x2918005D            g711A  1419    85 (5.7%)           0.003          21.195          76.815           0.732          14.083          24.904 X
    30.336943     46.468943      172.18.0.1  6302      172.18.0.4  6000 0x2918005B            g711A   778    29 (3.6%)           0.167          20.762          73.701           0.291          14.482          21.123 X
    30.140600     52.453372      172.18.0.1  6300      172.18.0.4  6000 0x29180059            g711A  1058    60 (5.4%)           0.106          21.110          67.638           1.033          14.828          21.076 X
    29.936200     59.994787      172.18.0.1  6298      172.18.0.3  6000 0x29180057            g711A  1422    81 (5.4%)           0.008          21.153          74.099           2.044          13.969          19.399 X
    29.747973     59.800917      172.18.0.1  6296      172.18.0.3  6000 0x29180055            g711A  1434    70 (4.7%)           0.002          20.972          71.482           1.939          14.677          23.986 X
    29.581192     59.637532      172.18.0.1  6294      172.18.0.2  6000 0x29180053            g711A  1424    80 (5.3%)           0.064          21.122          94.683           0.240          13.600          20.350 X
    29.327638     36.457196      172.18.0.1  6292      172.18.0.4  6000 0x29180051            g711A   335    23 (6.4%)           0.027          21.346          68.637           0.426          15.655          22.093 X
    29.170364     59.207947      172.18.0.1  6290      172.18.0.2  6000 0x2918004F            g711A  1434    67 (4.5%)           0.007          20.961          72.296           0.388          14.509          21.662 X
    28.987530     33.224204      172.18.0.1  6288      172.18.0.3  6000 0x2918004D            g711A   203    10 (4.7%)           0.082          20.974          65.445           0.044          13.204          18.727 X
    28.712337     39.199293      172.18.0.1  6286      172.18.0.3  6000 0x2918004B            g711A   496    29 (5.5%)           0.035          21.186          67.723           0.054          13.200          18.967 X
    28.511782     41.667910      172.18.0.1  6284      172.18.0.2  6000 0x29180049            g711A   618    40 (6.1%)           0.143          21.323          77.974           0.097          15.258          23.064 X
    28.351583     28.669917      172.18.0.1  6282      172.18.0.2  6000 0x29180047            g711A    17     1 (5.6%)           0.459          19.896          42.922           0.731           5.427           8.751 X
    28.140150     47.215797      172.18.0.1  6280      172.18.0.3  6000 0x29180045            g711A   897    58 (6.1%)           0.003          21.290          71.975           0.360          14.359          20.603 X
    27.948797     56.481619      172.18.0.1  6278      172.18.0.4  6000 0x29180043            g711A  1353    74 (5.2%)           0.003          21.104          79.108           0.052          15.288          22.012 X
    27.737728     57.820384      172.18.0.1  6276      172.18.0.4  6000 0x29180041            g711A  1428    77 (5.1%)           0.008          21.081          75.086           0.681          14.068          21.326 X
    27.531050     32.480117      172.18.0.1  6274      172.18.0.4  6000 0x2918003F            g711A   230    17 (6.9%)           0.130          21.612          68.238           1.247          12.908          18.267 X
    27.337966     28.455703      172.18.0.1  6272      172.18.0.4  6000 0x2918003D            g711A    55     1 (1.8%)           1.011          20.699          59.260           0.964          10.042          13.318 X
    27.138515     57.186701      172.18.0.1  6270      172.18.0.4  6000 0x2918003B            g711A  1433    70 (4.7%)           0.100          20.983          72.347           0.100          14.485          22.655 X
    26.942112     46.224639      172.18.0.1  6268      172.18.0.3  6000 0x29180039            g711A   915    50 (5.2%)           0.003          21.097          72.710           0.238          14.452          23.217 X
    26.757697     31.194877      172.18.0.1  6266      172.18.0.3  6000 0x29180037            g711A   220     3 (1.3%)           0.132          20.261          60.260           0.021          13.766          21.845 X
    26.530737     56.655515      172.18.0.1  6264      172.18.0.3  6000 0x29180035            g711A  1418    88 (5.8%)           0.034          21.260          71.296           1.058          14.260          21.431 X
    26.348055     29.685955      172.18.0.1  6262      172.18.0.2  6000 0x29180033            g711A   159    10 (5.9%)           0.342          21.126          59.335           2.956          14.287          18.580 X
    26.157677     35.703374      172.18.0.1  6260      172.18.0.2  6000 0x29180031            g711A   460    18 (3.8%)           0.023          20.797          72.834           0.148          14.473          19.359 X
    25.946052     44.473975      172.18.0.1  6258      172.18.0.4  6000 0x2918002F            g711A   889    39 (4.2%)           0.016          20.865          71.547           0.178          14.921          22.325 X
    25.732458     55.802283      172.18.0.1  6256      172.18.0.2  6000 0x2918002D            g711A  1427    76 (5.1%)           0.015          21.087          92.810           1.402          13.703          19.683 X
    25.516089     51.479254      172.18.0.1  6254      172.18.0.4  6000 0x2918002B            g711A  1223    75 (5.8%)           0.003          21.246          70.430           1.700          14.093          21.352 X
    25.351859     27.702899      172.18.0.1  6252      172.18.0.2  6000 0x29180029            g711A   114     5 (4.2%)           0.367          20.806          58.335           1.182          14.256          18.922 X
    25.141216     25.664429      172.18.0.1  6250      172.18.0.2  6000 0x29180027            g711A    26     0 (0.0%)           2.154          20.929          55.827           0.068           8.044          11.408 X
    24.946882     31.685543      172.18.0.1  6248      172.18.0.2  6000 0x29180025            g711A   323    16 (4.7%)           0.044          20.928          61.867           0.080          13.695          19.625 X
    24.731446     54.806106      172.18.0.1  6246      172.18.0.2  6000 0x29180023            g711A  1429    75 (5.0%)           0.011          21.061          72.593           0.187          14.248          23.838 X
    24.565706     33.665261      172.18.0.1  6244      172.18.0.2  6000 0x29180021            g711A   434    22 (4.8%)           0.065          21.015          80.340           0.437          13.943          20.961 X
    24.354374     28.199269      172.18.0.1  6242      172.18.0.3  6000 0x2918001F            g711A   188     5 (2.6%)           0.067          20.561          66.184           1.517          14.753          20.541 X
    24.124331     30.704391      172.18.0.1  6240      172.18.0.2  6000 0x2918001D            g711A   310    19 (5.8%)           0.061          21.295          73.637           0.513          12.962          17.957 X
    23.935714     54.009381      172.18.0.1  6238      172.18.0.3  6000 0x2918001B            g711A  1426    77 (5.1%)           0.045          21.104          68.531           0.486          15.006          23.609 X
    23.767627     30.458964      172.18.0.1  6236      172.18.0.4  6000 0x29180019            g711A   315    22 (6.5%)           0.163          21.310          64.234           0.777          13.858          19.501 X
    23.622280     24.195082      172.18.0.1  6234      172.18.0.3  6000 0x29180013            g711A    29     1 (3.3%)           0.310          20.457          50.770           0.199           8.030          13.678 X
    23.563133     25.476382      172.18.0.1  6232      172.18.0.4  6000 0x29180017            g711A    91     6 (6.2%)           0.472          21.258          70.591           0.058          13.098          17.792 X
    23.359480     48.481803      172.18.0.1  6230      172.18.0.4  6000 0x29180015            g711A  1188    68 (5.4%)           0.009          21.165          90.122           0.507          13.272          18.456 X
    22.956291     53.032870      172.18.0.1  6228      172.18.0.4  6000 0x29180011            g711A  1423    82 (5.4%)           0.011          21.151          81.921           0.663          15.145          21.492 X
    22.747097     23.452684      172.18.0.1  6226      172.18.0.4  6000 0x2918000F            g711A    36     1 (2.7%)           0.537          20.160          54.980           2.193           8.480          12.479 X
    22.531986     29.206190      172.18.0.1  6224      172.18.0.3  6000 0x2918000D            g711A   320    14 (4.2%)           0.069          20.922          61.407           1.193          14.692          22.852 X
    22.331643     37.180081      172.18.0.1  6222      172.18.0.3  6000 0x2918000B            g711A   704    39 (5.2%)           0.070          21.122          61.069           0.811          15.397          22.378 X
    22.115538     49.672471      172.18.0.1  6220      172.18.0.2  6000 0x29180009            g711A  1327    52 (3.8%)           0.057          20.782          72.270           0.133          14.602          23.458 X
    21.966231     52.043675      172.18.0.1  6218      172.18.0.3  6000 0x29180007            g711A  1439    65 (4.3%)           0.004          20.916          74.878           0.591          14.472          20.309 X
    21.741243     44.686200      172.18.0.1  6216      172.18.0.2  6000 0x29180005            g711A  1080    68 (5.9%)           0.030          21.265         102.216           0.458          14.644          22.705 X
